0.25 0.25 0.25 0.25
cassinihuygen 2.5e-05 2.5e-05 2.5e-05 0.000525
fifthlargest 7.5e-05 2.5e-05 0.00045 5e-05
tack 0.000125 0.000175 0.0001 0.0002
winfrey 0.000275 7.5e-05 7.5e-05 0.000175
self 0.00015 0.0003 7.5e-05 7.5e-05
algorithm 5e-05 2.5e-05 2.5e-05 0.0005
rippl 7.5e-05 0.00015 0.000225 0.00015
inhabit 0.000125 7.5e-05 7.5e-05 0.000325
disqualifi 0.0001 0.000425 5e-05 2.5e-05
400000 0.0001 7.5e-05 0.00025 0.000175
insert 5e-05 0.000125 0.00015 0.000275
irvin 2.5e-05 0.00025 0.0001 0.000225
yell 0.000125 0.000325 2.5e-05 0.000125
classmat 0.00025 5e-05 0.00015 0.00015
lavrov 0.000475 2.5e-05 5e-05 5e-05
symptom 0.00025 7.5e-05 5e-05 0.000225
flourish 0.0001 0.000175 7.5e-05 0.00025
nielsen 7.5e-05 5e-05 0.000325 0.00015
refrain 0.000275 0.000125 0.000175 2.5e-05
gail 0.0002 0.0003 7.5e-05 2.5e-05
sheer 0.000225 0.0002 5e-05 0.000125
mute 0.000125 0.0001 0.00025 0.000125
trudg 0.000225 0.000225 5e-05 0.0001
framingham 2.5e-05 0.0003 0.000175 0.0001
obvious 7.5e-05 0.0003 7.5e-05 0.00015
swipe 7.5e-05 0.0002 0.00015 0.000175
nixon 0.0002 0.0003 7.5e-05 2.5e-05
thornton 5e-05 0.000275 0.000225 5e-05
drc 0.0005 2.5e-05 2.5e-05 5e-05
willing 0.000275 0.000175 0.0001 5e-05
junip 2.5e-05 2.5e-05 0.000175 0.000375
wobbl 0.00015 0.0002 0.000125 0.000125
muster 0.00015 0.000175 0.00015 0.000125
chalk 0.0001 0.000225 0.0001 0.000175
ching 2.5e-05 0.000525 2.5e-05 2.5e-05
fetch 0.0001 5e-05 0.000175 0.000275
roadway 0.000275 2.5e-05 0.000275 2.5e-05
bowa 2.5e-05 0.000525 2.5e-05 2.5e-05
190 7.5e-05 0.0004 5e-05 7.5e-05
val 2.5e-05 0.000525 2.5e-05 2.5e-05
alejandro 0.000325 0.000225 2.5e-05 2.5e-05
skyhigh 5e-05 2.5e-05 0.00045 7.5e-05
plume 0.000425 2.5e-05 2.5e-05 0.000125
kroger 2.5e-05 5e-05 0.000475 5e-05
burger 7.5e-05 0.0002 0.000125 0.0002
beneficiari 0.00015 0.0001 0.000175 0.000175
peshawar 0.000525 2.5e-05 2.5e-05 2.5e-05
simmon 2.5e-05 0.0004 7.5e-05 0.0001
basement 0.000175 7.5e-05 0.000175 0.000175
infant 0.000275 0.0001 7.5e-05 0.00015
uruguay 0.000375 0.00015 2.5e-05 5e-05
maddux 2.5e-05 0.000525 2.5e-05 2.5e-05
shimon 0.000525 2.5e-05 2.5e-05 2.5e-05
gloom 7.5e-05 0.0003 0.00015 7.5e-05
restitut 2.5e-05 2.5e-05 0.000425 0.000125
spearhead 0.0002 0.00015 0.000125 0.000125
woodgat 2.5e-05 0.000525 2.5e-05 2.5e-05
propaganda 0.000425 2.5e-05 5e-05 0.0001
h5n1 0.00045 2.5e-05 2.5e-05 0.0001
leapt 0.0001 0.0002 0.000275 2.5e-05
espn2 2.5e-05 0.000525 2.5e-05 2.5e-05
parttim 0.0001 0.00025 0.000125 0.000125
archbishop 0.000425 0.000125 2.5e-05 2.5e-05
prehistor 5e-05 2.5e-05 2.5e-05 0.0005
unsur 0.00015 0.000325 2.5e-05 0.0001
handler 0.000125 7.5e-05 0.00025 0.00015
anna 0.000175 0.000275 7.5e-05 7.5e-05
airfar 2.5e-05 2.5e-05 0.000425 0.000125
malwar 2.5e-05 2.5e-05 5e-05 0.0005
bulgarian 0.000225 0.000125 5e-05 0.0002
centrifug 0.000475 2.5e-05 7.5e-05 2.5e-05
17year 0.00035 0.0001 2.5e-05 0.000125
everyday 0.000125 5e-05 7.5e-05 0.00035
sevengam 7.5e-05 0.000475 2.5e-05 2.5e-05
rigg 0.0001 7.5e-05 0.0004 2.5e-05
smoltz 5e-05 0.0005 2.5e-05 2.5e-05
alou 7.5e-05 0.000475 2.5e-05 2.5e-05
winnipeg 0.00025 0.0002 0.000125 2.5e-05
taeyoung 0.0001 0.00045 2.5e-05 2.5e-05
gandhi 0.000475 2.5e-05 5e-05 5e-05
unsuccess 7.5e-05 0.0002 0.00025 7.5e-05
woke 0.00015 0.00025 0.0001 0.0001
patti 7.5e-05 0.000425 7.5e-05 2.5e-05
edvard 0.00045 2.5e-05 2.5e-05 0.0001
fiber 2.5e-05 5e-05 0.000125 0.0004
throng 0.0003 0.0002 5e-05 5e-05
shouldn 0.0001 0.0001 0.0002 0.0002
guerrouj 5e-05 0.0005 2.5e-05 2.5e-05
mortal 0.0002 0.0001 7.5e-05 0.000225
vernon 5e-05 0.00045 2.5e-05 7.5e-05
waterhous 2.5e-05 0.00045 0.0001 2.5e-05
wrongli 0.00015 5e-05 0.000275 0.000125
damp 0.000125 5e-05 0.000375 5e-05
cushion 7.5e-05 0.000175 0.0003 5e-05
enewslett 2.5e-05 2.5e-05 0.00045 0.0001
weep 0.000475 5e-05 5e-05 2.5e-05
rear 0.0001 0.0001 0.000225 0.000175
moldova 7.5e-05 0.00045 2.5e-05 5e-05
caretak 0.00015 0.000375 2.5e-05 5e-05
goaltend 2.5e-05 0.000525 2.5e-05 2.5e-05
aris 0.00015 0.000125 0.0002 0.000125
cruz 7.5e-05 0.000475 2.5e-05 2.5e-05
215 5e-05 0.0003 7.5e-05 0.000175
norm 0.000225 7.5e-05 0.00015 0.00015
specter 0.000325 5e-05 0.0001 0.000125
mont 7.5e-05 0.00025 0.000225 5e-05
wolv 7.5e-05 0.00025 7.5e-05 0.0002
lukashenko 0.000475 2.5e-05 7.5e-05 2.5e-05
127 7.5e-05 0.0002 0.0003 2.5e-05
sisler 5e-05 0.0005 2.5e-05 2.5e-05
creep 0.000175 0.00015 0.000125 0.00015
buckl 0.000125 7.5e-05 0.000225 0.000175
oilfield 0.0001 2.5e-05 0.000425 5e-05
vista 5e-05 0.000225 5e-05 0.000275
perceiv 0.00015 0.0001 0.00015 0.0002
simpson 7.5e-05 0.000125 7.5e-05 0.000325
transcript 7.5e-05 0.0001 0.0003 0.000125
crocodil 0.000375 2.5e-05 2.5e-05 0.000175
tn 2.5e-05 0.0004 0.0001 7.5e-05
ahold 5e-05 2.5e-05 0.0005 2.5e-05
xserv 2.5e-05 2.5e-05 2.5e-05 0.000525
censu 0.000175 2.5e-05 0.000275 0.000125
canuck 2.5e-05 0.0005 5e-05 2.5e-05
aborigin 0.00045 2.5e-05 2.5e-05 0.0001
onetwo 0.00015 0.000325 2.5e-05 0.0001
steami 5e-05 0.00045 5e-05 5e-05
guwahati 0.000525 2.5e-05 2.5e-05 2.5e-05
surgic 5e-05 0.0002 0.00025 0.0001
prescrib 0.000125 5e-05 0.000225 0.0002
harrow 0.00025 0.00015 2.5e-05 0.000175
howel 2.5e-05 0.000525 2.5e-05 2.5e-05
anheuserbusch 0.0001 7.5e-05 0.0004 2.5e-05
kimi 5e-05 0.000475 5e-05 2.5e-05
veil 0.000225 2.5e-05 7.5e-05 0.000275
lateseason 2.5e-05 0.000525 2.5e-05 2.5e-05
vy 0.000125 0.00025 2.5e-05 0.0002
235 2.5e-05 0.000375 0.000125 7.5e-05
countdown 7.5e-05 0.00015 2.5e-05 0.00035
amar 7.5e-05 0.0004 7.5e-05 5e-05
poulter 2.5e-05 0.000525 2.5e-05 2.5e-05
shah 0.000525 2.5e-05 2.5e-05 2.5e-05
goalless 2.5e-05 0.000525 2.5e-05 2.5e-05
newmont 0.0002 2.5e-05 0.000325 5e-05
lt 0.0004 2.5e-05 0.0001 7.5e-05
buffer 0.000125 5e-05 0.000175 0.00025
macedonian 0.000525 2.5e-05 2.5e-05 2.5e-05
511 2.5e-05 0.0005 2.5e-05 5e-05
decadesold 0.00035 5e-05 0.000125 7.5e-05
ute 2.5e-05 0.000525 2.5e-05 2.5e-05
fixtur 5e-05 0.0003 0.000125 0.000125
rosi 0.000125 0.000175 0.000175 0.000125
convey 0.000275 0.000175 7.5e-05 7.5e-05
nou 2.5e-05 0.000525 2.5e-05 2.5e-05
nonconfer 2.5e-05 0.000525 2.5e-05 2.5e-05
181 2.5e-05 0.000125 0.0004 5e-05
sanford 2.5e-05 0.0003 2.5e-05 0.00025
adriano 2.5e-05 0.000525 2.5e-05 2.5e-05
pavel 2.5e-05 0.000525 2.5e-05 2.5e-05
aka 2.5e-05 0.000125 5e-05 0.0004
imbal 0.0001 2.5e-05 0.000425 5e-05
seminol 2.5e-05 0.0005 2.5e-05 5e-05
burnett 2.5e-05 0.00025 0.00025 7.5e-05
intermitt 7.5e-05 2.5e-05 5e-05 0.00045
edgerrin 2.5e-05 0.000525 2.5e-05 2.5e-05
jabalya 0.000525 2.5e-05 2.5e-05 2.5e-05
filetrad 5e-05 2.5e-05 2.5e-05 0.0005
newsday 2.5e-05 0.0001 0.00035 0.000125
ultrasparc 2.5e-05 2.5e-05 2.5e-05 0.000525
audiotap 0.000525 2.5e-05 2.5e-05 2.5e-05
drogba 2.5e-05 0.000525 2.5e-05 2.5e-05
recaptur 0.00035 7.5e-05 7.5e-05 0.0001
floodwat 0.0005 5e-05 2.5e-05 2.5e-05
unconfirm 0.000425 5e-05 7.5e-05 5e-05
nemesi 7.5e-05 0.000275 5e-05 0.0002
quotan 0.000225 0.0001 7.5e-05 0.0002
sylvania 2.5e-05 0.000525 2.5e-05 2.5e-05
tressel 2.5e-05 0.000525 2.5e-05 2.5e-05
camacho 2.5e-05 0.000525 2.5e-05 2.5e-05
kluivert 2.5e-05 0.000525 2.5e-05 2.5e-05
infertil 0.000175 2.5e-05 2.5e-05 0.000375
holyfield 2.5e-05 0.000525 2.5e-05 2.5e-05
youzhni 2.5e-05 0.000525 2.5e-05 2.5e-05
sebastian 0.000125 0.000425 2.5e-05 2.5e-05
clough 7.5e-05 0.00045 5e-05 2.5e-05
quotbest 7.5e-05 7.5e-05 0.000425 2.5e-05
oecd 5e-05 2.5e-05 0.0005 2.5e-05
nordic 0.000275 7.5e-05 0.0002 5e-05
rekindl 2.5e-05 7.5e-05 0.000325 0.000175
url 2.5e-05 2.5e-05 2.5e-05 0.000525
baikonur 0.000125 2.5e-05 2.5e-05 0.000425
villanova 2.5e-05 0.000525 2.5e-05 2.5e-05
stanst 0.000525 2.5e-05 2.5e-05 2.5e-05
ingram 0.00015 7.5e-05 0.00035 2.5e-05
gaz 2.5e-05 0.000525 2.5e-05 2.5e-05
luka 0.000125 0.0004 2.5e-05 5e-05
nicotin 2.5e-05 2.5e-05 0.000125 0.000425
ecb 2.5e-05 0.00015 0.0004 2.5e-05
pippen 5e-05 0.0005 2.5e-05 2.5e-05
mandalay 5e-05 0.000425 0.0001 2.5e-05
a350 2.5e-05 2.5e-05 0.000525 2.5e-05
twotest 5e-05 0.0005 2.5e-05 2.5e-05
ltmeta 2.5e-05 2.5e-05 0.000525 2.5e-05
middecemb 5e-05 2.5e-05 0.000475 5e-05
mele 5e-05 0.000475 2.5e-05 5e-05
g20 7.5e-05 2.5e-05 0.000475 2.5e-05
bpd 2.5e-05 2.5e-05 0.0005 2.5e-05
trevor 0.0001 0.0003 0.00015 2.5e-05
sidewalk 0.000225 7.5e-05 0.000125 0.00015
facto 0.00015 7.5e-05 7.5e-05 0.000275
lowpric 2.5e-05 2.5e-05 5e-05 0.000475
pensacola 0.000375 2.5e-05 5e-05 0.000125
poet 0.000375 2.5e-05 5e-05 0.000125
color666666gtltbgtlesli 2.5e-05 2.5e-05 5e-05 0.000475
walkerltbgtltfontgt 2.5e-05 2.5e-05 5e-05 0.000475
historian 0.000275 2.5e-05 5e-05 0.000225
scrimmag 2.5e-05 0.000475 2.5e-05 5e-05
alamo 7.5e-05 7.5e-05 2.5e-05 0.0004
stuf 0.00025 0.0001 0.00015 7.5e-05
yuri 0.0002 0.0001 7.5e-05 0.0002
pest 7.5e-05 5e-05 0.00015 0.0003
schoolchildren 0.000375 0.0001 2.5e-05 7.5e-05
punta 0.000375 2.5e-05 0.000125 5e-05
gorda 0.000375 2.5e-05 0.000125 5e-05
slept 0.000425 2.5e-05 2.5e-05 0.0001
ai 2.5e-05 0.000375 5e-05 0.000125
yorker 0.000175 0.000175 0.000175 5e-05
launder 0.000125 0.0001 0.0003 5e-05
spitz 0.0002 0.000325 2.5e-05 2.5e-05
curiou 5e-05 0.0002 7.5e-05 0.00025
kayak 2.5e-05 0.00035 0.000125 7.5e-05
malaria 0.00025 2.5e-05 5e-05 0.00025
anthrax 0.000225 2.5e-05 2.5e-05 0.0003
buzzer 2.5e-05 0.000475 2.5e-05 5e-05
wmtn 2.5e-05 2.5e-05 0.0005 2.5e-05
knot 0.000125 0.00025 0.00015 5e-05
whistleblow 0.0003 2.5e-05 0.000175 7.5e-05
privileg 0.000175 0.00015 7.5e-05 0.000175
macworld 2.5e-05 2.5e-05 7.5e-05 0.00045
distress 0.00025 5e-05 0.000175 0.0001
lans 5e-05 0.000275 7.5e-05 0.000175
regina 0.000225 0.0001 5e-05 0.0002
secondyear 2.5e-05 0.0005 2.5e-05 2.5e-05
brunei 0.000475 2.5e-05 5e-05 2.5e-05
alga 2.5e-05 2.5e-05 2.5e-05 0.0005
carpet 0.0002 0.00015 5e-05 0.000175
gigabyt 2.5e-05 2.5e-05 5e-05 0.000475
trilog 0.00015 0.000175 7.5e-05 0.000175
pleasant 0.000125 0.00025 2.5e-05 0.000175
fiorina 2.5e-05 2.5e-05 0.000175 0.00035
shipper 5e-05 2.5e-05 0.00045 5e-05
downturn 5e-05 2.5e-05 0.0004 0.0001
threshold 7.5e-05 0.000125 0.000275 0.0001
blagojevich 5e-05 2.5e-05 7.5e-05 0.000425
syndrom 0.0002 5e-05 0.000175 0.00015
nablu 0.0005 2.5e-05 2.5e-05 2.5e-05
morgu 0.00045 7.5e-05 2.5e-05 2.5e-05
derrick 2.5e-05 0.000475 2.5e-05 5e-05
sardinia 0.000325 0.0002 2.5e-05 2.5e-05
abund 5e-05 0.00015 5e-05 0.000325
wheat 0.00015 7.5e-05 0.000275 7.5e-05
searchengin 2.5e-05 2.5e-05 0.000125 0.0004
dominion 0.0001 5e-05 0.000375 5e-05
228 7.5e-05 7.5e-05 0.00025 0.000175
14000 0.000125 5e-05 0.000175 0.000225
backlash 0.000325 0.0001 0.0001 5e-05
uncondit 0.00025 0.000125 0.0001 0.0001
reconcili 0.0004 5e-05 7.5e-05 5e-05
nearer 0.000175 7.5e-05 0.000125 0.0002
kate 0.000125 0.000275 5e-05 0.000125
megapixel 2.5e-05 2.5e-05 5e-05 0.000475
pessimist 0.000125 0.000125 0.000225 0.0001
scholarship 5e-05 0.000275 2.5e-05 0.000225
mend 0.000375 2.5e-05 7.5e-05 0.0001
valuat 2.5e-05 7.5e-05 0.0004 7.5e-05
danforth 0.0005 2.5e-05 2.5e-05 2.5e-05
virtu 0.000125 0.000125 0.0001 0.000225
39hare 2.5e-05 2.5e-05 0.0005 2.5e-05
piper 2.5e-05 5e-05 0.000375 0.000125
congressman 0.00035 5e-05 7.5e-05 0.0001
shouldnt 0.0001 0.0001 0.0001 0.000275
mongolia 0.00035 2.5e-05 2.5e-05 0.000175
nevil 2.5e-05 0.0003 0.000225 2.5e-05
parallel 0.000175 5e-05 0.000125 0.000225
burlington 2.5e-05 0.00035 0.000125 7.5e-05
weird 0.0001 0.00015 2.5e-05 0.0003
winemak 5e-05 2.5e-05 0.00045 5e-05
finn 5e-05 0.000375 0.000125 2.5e-05
inn 0.000125 5e-05 0.000125 0.000275
compos 0.000225 0.0001 7.5e-05 0.000175
supervis 0.00025 2.5e-05 0.000225 7.5e-05
upsid 2.5e-05 0.000175 0.000225 0.00015
bred 7.5e-05 7.5e-05 5e-05 0.000375
unprofit 2.5e-05 2.5e-05 0.000475 5e-05
gambro 2.5e-05 2.5e-05 0.0005 2.5e-05
mann 0.000325 5e-05 0.00015 5e-05
suppress 0.00035 5e-05 7.5e-05 0.0001
17month 2.5e-05 5e-05 0.00035 0.00015
theunit 0.000275 2.5e-05 0.000175 0.0001
durham 5e-05 0.000325 2.5e-05 0.000175
purveyor 2.5e-05 2.5e-05 0.000125 0.0004
parma 5e-05 0.00045 5e-05 2.5e-05
dunk 2.5e-05 0.0005 2.5e-05 2.5e-05
der 5e-05 0.00025 0.000175 0.0001
thecompani 2.5e-05 2.5e-05 0.0003 0.000225
unab 0.00015 7.5e-05 0.0003 5e-05
sift 0.000275 2.5e-05 0.0001 0.000175
leukemia 0.00035 7.5e-05 0.0001 5e-05
dad 5e-05 0.0003 7.5e-05 0.00015
kewel 2.5e-05 0.000475 5e-05 2.5e-05
cleaner 0.000125 2.5e-05 0.000325 0.0001
webb 2.5e-05 0.00035 5e-05 0.00015
clamp 0.0001 0.0001 0.000225 0.00015
11000 7.5e-05 5e-05 0.0002 0.00025
villarr 2.5e-05 0.0005 2.5e-05 2.5e-05
crisp 0.0001 0.00015 7.5e-05 0.00025
gerard 0.0002 0.000275 7.5e-05 2.5e-05
mahmud 0.0005 2.5e-05 2.5e-05 2.5e-05
squander 0.0001 0.0004 2.5e-05 5e-05
butt 0.0001 0.000325 0.0001 5e-05
ipass 2.5e-05 2.5e-05 5e-05 0.000475
anguish 0.000375 0.00015 2.5e-05 2.5e-05
fatigu 5e-05 0.000375 5e-05 0.0001
eaten 0.00015 2.5e-05 0.00015 0.00025
messina 2.5e-05 0.0005 2.5e-05 2.5e-05
alta 0.0002 0.000275 5e-05 5e-05
tori 0.00035 7.5e-05 7.5e-05 7.5e-05
souvenir 5e-05 0.0003 5e-05 0.000175
hatch 0.000175 0.0001 5e-05 0.00025
westbrook 2.5e-05 0.0005 2.5e-05 2.5e-05
reload 2.5e-05 0.0001 5e-05 0.0004
recip 7.5e-05 0.0001 0.0001 0.0003
hitech 0.0001 2.5e-05 7.5e-05 0.000375
stereo 7.5e-05 2.5e-05 0.0001 0.000375
magnat 5e-05 0.000125 0.00025 0.00015
intco 2.5e-05 2.5e-05 0.000225 0.0003
holmgren 2.5e-05 0.0005 2.5e-05 2.5e-05
alexei 7.5e-05 0.000325 0.00015 2.5e-05
jelena 2.5e-05 0.0005 2.5e-05 2.5e-05
breakdown 0.0001 0.0003 7.5e-05 0.0001
tornado 0.000325 7.5e-05 5e-05 0.000125
kazmir 0.0001 0.000425 2.5e-05 2.5e-05
intercontinent 0.000125 0.0001 0.0003 5e-05
weir 2.5e-05 0.000375 5e-05 0.000125
guardsmen 0.0005 2.5e-05 2.5e-05 2.5e-05
bashar 0.0005 2.5e-05 2.5e-05 2.5e-05
oneweek 7.5e-05 5e-05 0.000425 2.5e-05
inclta 2.5e-05 2.5e-05 0.000425 0.0001
memorabilia 7.5e-05 0.0002 5e-05 0.00025
joanna 2.5e-05 0.0002 0.0002 0.00015
se 7.5e-05 0.00015 5e-05 0.0003
jurisdict 5e-05 0.000125 0.000225 0.000175
machineri 0.000175 2.5e-05 0.000325 5e-05
multimillionair 0.0001 0.0002 0.0002 7.5e-05
yemen 0.0005 2.5e-05 2.5e-05 2.5e-05
goss 0.0005 2.5e-05 2.5e-05 2.5e-05
compress 2.5e-05 2.5e-05 7.5e-05 0.00045
db2 2.5e-05 2.5e-05 2.5e-05 0.0005
fiverun 5e-05 0.000475 2.5e-05 2.5e-05
badger 2.5e-05 0.00045 2.5e-05 7.5e-05
5underpar 2.5e-05 0.0005 2.5e-05 2.5e-05
5under 2.5e-05 0.0005 2.5e-05 2.5e-05
scath 0.0002 0.0001 0.0002 7.5e-05
128 0.000125 0.000175 0.00015 0.000125
rubberstamp 0.000125 7.5e-05 0.00035 2.5e-05
ideolog 0.0004 2.5e-05 5e-05 0.0001
merced 0.0001 0.00015 0.00025 7.5e-05
harrah 2.5e-05 2.5e-05 0.0005 2.5e-05
stade 2.5e-05 0.0005 2.5e-05 2.5e-05
39connor 2.5e-05 0.0005 2.5e-05 2.5e-05
diaz 7.5e-05 0.000425 5e-05 2.5e-05
1710 2.5e-05 0.000475 5e-05 2.5e-05
delug 0.00015 0.0001 5e-05 0.000275
armitag 0.0005 2.5e-05 2.5e-05 2.5e-05
ventura 2.5e-05 0.000175 2.5e-05 0.00035
germain 2.5e-05 0.0005 2.5e-05 2.5e-05
inexpens 2.5e-05 7.5e-05 0.0001 0.000375
suntim 5e-05 5e-05 0.0004 7.5e-05
111 0.0001 0.000375 5e-05 5e-05
bentley 5e-05 0.00045 5e-05 2.5e-05
vizquel 2.5e-05 0.0005 2.5e-05 2.5e-05
viabl 0.0001 2.5e-05 7.5e-05 0.000375
tow 0.0003 7.5e-05 5e-05 0.00015
padalka 5e-05 2.5e-05 2.5e-05 0.000475
sixteen 0.00015 0.000275 2.5e-05 0.000125
shrank 2.5e-05 2.5e-05 0.0005 2.5e-05
petrocanada 2.5e-05 2.5e-05 0.0005 2.5e-05
ladder 0.000225 0.000175 5e-05 0.000125
000 0.0001 0.000225 0.000125 0.000125
larkin 2.5e-05 0.0005 2.5e-05 2.5e-05
natwar 0.000475 2.5e-05 5e-05 2.5e-05
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerpfen 2.5e-05 2.5e-05 0.0005 2.5e-05
targetstocksquickinfofullquotegtpfenltagt 2.5e-05 2.5e-05 0.0005 2.5e-05
absent 0.000225 0.000225 0.0001 2.5e-05
destini 0.0001 0.000275 0.000125 7.5e-05
lid 0.0001 7.5e-05 0.0002 0.0002
lafayett 2.5e-05 0.0004 5e-05 0.0001
undercov 0.000275 7.5e-05 2.5e-05 0.0002
elliott 0.0001 0.0004 5e-05 2.5e-05
corn 5e-05 2.5e-05 0.000325 0.000175
formid 0.000125 0.0002 0.00015 0.0001
linz 2.5e-05 0.00045 2.5e-05 7.5e-05
schwartz 2.5e-05 2.5e-05 5e-05 0.000475
karol 7.5e-05 0.00045 2.5e-05 2.5e-05
unisi 2.5e-05 2.5e-05 0.0001 0.000425
illicit 0.000225 2.5e-05 7.5e-05 0.00025
jitter 7.5e-05 0.0001 0.000375 2.5e-05
tongu 0.000125 0.000225 0.000125 0.0001
quotmak 2.5e-05 2.5e-05 5e-05 0.000475
radioshack 2.5e-05 2.5e-05 0.000475 5e-05
sultan 0.0005 2.5e-05 2.5e-05 2.5e-05
colder 5e-05 2.5e-05 0.00045 5e-05
169 0.00015 0.00015 0.00025 2.5e-05
exanta 7.5e-05 2.5e-05 0.00045 2.5e-05
wwf 2.5e-05 2.5e-05 2.5e-05 0.0005
bancorp 2.5e-05 2.5e-05 0.000475 5e-05
allrussian 5e-05 0.000475 2.5e-05 2.5e-05
foodland 2.5e-05 2.5e-05 0.0005 2.5e-05
fia 2.5e-05 0.000475 5e-05 2.5e-05
dragon 7.5e-05 0.00015 5e-05 0.0003
ame 5e-05 0.00025 5e-05 0.000225
orchard 5e-05 0.00045 5e-05 2.5e-05
rusedski 5e-05 0.000475 2.5e-05 2.5e-05
butch 2.5e-05 0.0005 2.5e-05 2.5e-05
bnei 2.5e-05 0.0005 2.5e-05 2.5e-05
wismilak 2.5e-05 0.0005 2.5e-05 2.5e-05
donetsk 5e-05 0.000475 2.5e-05 2.5e-05
a9 5e-05 2.5e-05 5e-05 0.00045
allegi 0.00045 5e-05 2.5e-05 5e-05
hoon 0.0005 2.5e-05 2.5e-05 2.5e-05
evand 2.5e-05 0.0005 2.5e-05 2.5e-05
inacio 0.00045 2.5e-05 7.5e-05 2.5e-05
trusecur 2.5e-05 2.5e-05 2.5e-05 0.0005
wgcamerican 2.5e-05 0.0005 2.5e-05 2.5e-05
perciv 2.5e-05 0.0005 2.5e-05 2.5e-05
239 2.5e-05 0.00025 0.000175 0.000125
azzam 0.0005 2.5e-05 2.5e-05 2.5e-05
hrefhttpaddoubleclicknetclk92289759651165ahttpwwwinfoworldcomspotlightssbcmainhtmllpid0103035400730000idlpgtsbc 2.5e-05 2.5e-05 5e-05 0.000475
barrelltagtltbrgtwhat 2.5e-05 2.5e-05 5e-05 0.000475
getgo 2.5e-05 2.5e-05 5e-05 0.000475
moreltpgt 2.5e-05 2.5e-05 5e-05 0.000475
gucci 2.5e-05 2.5e-05 0.0005 2.5e-05
thomastown 0.0001 0.000425 2.5e-05 2.5e-05
textbook 5e-05 5e-05 2.5e-05 0.00045
socceroo 2.5e-05 0.0005 2.5e-05 2.5e-05
clorox 2.5e-05 2.5e-05 0.0005 2.5e-05
maui 2.5e-05 0.00045 2.5e-05 7.5e-05
biogen 2.5e-05 2.5e-05 0.0005 2.5e-05
bono 0.0001 2.5e-05 2.5e-05 0.000425
harrigan 0.000125 2.5e-05 0.0004 2.5e-05
765 2.5e-05 5e-05 2.5e-05 0.000475
tszyu 5e-05 0.000475 2.5e-05 2.5e-05
shwe 0.0005 2.5e-05 2.5e-05 2.5e-05
vh 2.5e-05 5e-05 2.5e-05 0.000475
zay 0.0005 2.5e-05 2.5e-05 2.5e-05
karmazin 2.5e-05 2.5e-05 0.0004 0.000125
traian 0.0005 2.5e-05 2.5e-05 2.5e-05
basescu 0.0005 2.5e-05 2.5e-05 2.5e-05
1bn 5e-05 2.5e-05 0.000425 5e-05
pavilion 5e-05 0.000225 5e-05 0.000225
mow 2.5e-05 2.5e-05 7.5e-05 0.000425
dot 7.5e-05 0.000125 7.5e-05 0.000275
reagan 0.000175 2.5e-05 0.00025 0.0001
immort 0.000125 0.000325 5e-05 5e-05
chandra 5e-05 5e-05 7.5e-05 0.000375
potato 0.000125 7.5e-05 0.00015 0.0002
freescal 2.5e-05 2.5e-05 0.000175 0.000325
indepth 7.5e-05 5e-05 0.0002 0.000225
budapest 0.000275 0.000225 2.5e-05 2.5e-05
gambler 0.00015 0.00015 0.0002 5e-05
scotia 0.000225 5e-05 7.5e-05 0.0002
snake 0.00025 5e-05 2.5e-05 0.000225
booth 0.0001 0.00015 0.000125 0.000175
threeway 7.5e-05 0.00025 0.000175 5e-05
earl 7.5e-05 0.0004 2.5e-05 5e-05
nicol 0.0001 0.000325 0.0001 2.5e-05
monk 0.0003 7.5e-05 0.0001 7.5e-05
ounc 5e-05 7.5e-05 0.0003 0.000125
serbiamontenegro 0.000125 0.0003 2.5e-05 0.0001
flotat 5e-05 2.5e-05 0.00035 0.000125
tipoff 0.00025 0.0002 2.5e-05 7.5e-05
costum 0.000175 0.00015 5e-05 0.000175
spec 0.0001 5e-05 5e-05 0.00035
jess 0.00015 0.000325 2.5e-05 5e-05
clung 0.000125 0.00015 0.000225 5e-05
quotdo 0.0002 0.000175 7.5e-05 0.0001
tussl 0.000125 0.000225 0.000125 7.5e-05
rashid 0.000475 2.5e-05 2.5e-05 2.5e-05
fixedincom 2.5e-05 2.5e-05 0.000475 2.5e-05
outperform 5e-05 5e-05 0.0004 5e-05
trickl 0.00015 0.0001 0.00015 0.00015
springbok 2.5e-05 0.000475 2.5e-05 2.5e-05
kiwi 2.5e-05 0.000425 5e-05 5e-05
pandem 0.000325 2.5e-05 5e-05 0.00015
softer 0.0001 5e-05 0.000325 7.5e-05
houstonbas 2.5e-05 2.5e-05 0.000475 2.5e-05
ahman 5e-05 0.00045 2.5e-05 2.5e-05
spider 7.5e-05 2.5e-05 2.5e-05 0.000425
wilder 0.0002 0.0001 2.5e-05 0.000225
bind 0.000175 5e-05 7.5e-05 0.00025
pan 0.000175 0.00015 7.5e-05 0.00015
zoom 2.5e-05 2.5e-05 5e-05 0.00045
maraud 0.0002 7.5e-05 2.5e-05 0.00025
pier 7.5e-05 5e-05 0.0004 2.5e-05
lifecycl 2.5e-05 2.5e-05 5e-05 0.00045
crimp 2.5e-05 2.5e-05 0.0004 0.0001
er 5e-05 0.000175 0.000125 0.0002
caucasu 0.00045 2.5e-05 2.5e-05 5e-05
